GeneName,U1,U2,U3,UZV_1,UZV_2,UZV_3
ACTG1P20,0.472105,0.550643,0.631217,0.54473,0.732507,1.11456
KLC4,6.16979,5.51217,4.83186,7.02062,7.09652,6.43064
TADA2B,6.5993,6.43367,6.75235,8.91607,8.49169,9.92599
ERBB4,0.278946,0.24905,0.280068,0.178686,0.15667,0.0954443
APOBEC2,0.0269443,0.0832508,0,0.132282,0.0266061,0.0851424
USH1G,0,0,0,0.0584543,0,0.0170201
FLJ30679,0,0.0411211,0,0.0396049,0.117834,0.130478
ARHGEF15,0,0,0,0,0,0
WIF1,0.0553025,0,0,0,0,0.0266332
MYO1B,16.9042,16.2419,16.7515,15.7347,16.7611,17.0381
HOOK2,4.73576,4.00916,3.91645,6.37546,6.80107,6.27925
CERKL,1.43293,1.53048,1.16666,1.34273,1.62245,2.18311
TRPV3,0.0784345,0.102584,0.119535,0.184502,0.182769,0.148997
ALG5,13.2145,13.2785,14.5548,17.3611,17.5919,15.7175
MIP,0,0.046011,0,0.0227173,0.116335,0.023913
KEL,0.0704364,0.0354097,0.0502339,0.0349786,0.017925,0.0768484
USP35,3.64342,3.47021,3.22024,3.72773,3.39695,4.45969
HSP90AB4P,0,0,0.0181248,0.0161003,0.0160206,0
TM9SF3,71.3402,65.7797,70.7507,61.14,68.3376,70.1488
LINC00552,0,0,0,0,0.0112226,0
HDAC4,4.1188,4.35454,3.99937,2.92304,2.62782,3.18256
GHDC,3.37883,2.95008,2.85038,3.60231,3.80355,4.09894
ZNF552,2.13328,1.91676,1.83087,2.74411,2.27734,2.65093
OVOL3,0.0897501,0.256493,0.0837588,0.256428,0,0.288234
LRRC36,0,0,0,0.0210576,0,0.0853881
LRIT3,0.0701089,0.122458,0.136405,0.19105,0.175343,0.244012
ULK3,12.9002,13.5399,13.2467,15.3444,15.0082,16.375
ABCA11P,3.32263,3.01388,3.17812,4.70112,5.24819,5.64829
C15orf65,0.846319,0.580181,1.13666,1.12767,0.733507,0.887931
SYNCRIP,117.156,107.381,120.754,102.637,113.412,108.413
DGAT1,6.08169,5.40054,5.38998,6.67197,6.80694,7.08288
PLCD3,11.5569,10.1244,11.2409,10.5633,10.3759,11.0927
GLYATL3,0.0298832,0.0299495,0.088302,0.0816034,0.0821687,0.111431
BAG5,14.685,13.5662,14.5119,12.2824,12.891,13.0471
ADH5,37.4114,36.3353,38.7026,32.8246,33.6789,28.9786
MBIP,10.509,10.6189,11.2936,13.9756,14.2109,15.1002
IFITM10,0.611073,0.508987,0.428357,1.30982,1.40811,1.39483
TNFRSF10D,0.0173256,0,0,0.0337238,0.0174034,0.0357369
GRAP,0.233608,0.182026,0.20915,0.291612,0.369109,0.313874
PLVAP,0.025882,0.01283,0.0240521,0.65966,0.687394,0.681011
LOC401010,0,0.0159143,0,0,0,0
ZNF445,5.11751,5.61201,5.60574,5.1705,5.00044,5.81221
PLCXD1,3.68689,3.59446,3.67553,3.20901,3.11155,3.34195
CENPV,0.0981403,0.062128,0.0585433,0.283412,0.25494,0.122423
DSC2,0.0552392,0.0537891,0.0540536,0,0.0662758,0.0535906
LPIN3,0.0263409,0.0388299,0.0327406,0.0449964,0.0680369,0.0103312
ACTR3B,4.60484,5.22481,5.20022,5.05792,4.68136,4.83667
PLEC,62.0083,61.6665,59.6712,67.1439,64.9311,71.828
FAM83A,0.054419,0.0372145,0.0117276,0.012162,0,0.0216467
LOC115110,0,0.0156651,0.0094249,0.00727065,0.037266,0.0166855
YTHDF1,21.7258,21.4681,21.23,31.418,29.9963,31.533
XYLT2,10.7987,10.2037,10.0441,11.5032,11.975,11.6699
IL5,0,0,0.0772974,0.0717949,0,0.14526
GOSR1,21.4817,22.1243,22.0729,24.2601,25.0898,27.045
ZCWPW2,0.201993,0.283931,0.0818114,0.368857,0.361012,0.353066
MT1A,0,0,0,0,0,0
LIG1,16.4474,15.8593,15.1883,17.7052,17.7813,18.1444
LOC644189,0,0,0,0,0,0
LTB4R2,4.5897,4.12019,3.70266,7.38406,8.20845,8.59542
ZNF23,5.08808,4.83496,4.70601,8.58645,8.90513,8.98903
SHC1,87.5676,82.2653,83.7669,99.7349,96.9288,99.432
NSFL1C,14.1153,13.1396,14.2184,19.2301,19.4143,17.5261
LOC102723828,5.10949,5.87423,5.82363,4.35894,3.94015,4.08874
GALT,0.0621285,0,0,0,0.0370182,0.135829
HIST1H2BE,0,0,0,0.526813,0.28002,0
ATP5D,55.1901,54.2467,48.6934,72.8296,71.5468,75.5377
C1QTNF1,9.96094,9.28253,9.47823,10.8193,9.95464,9.96147
TRIL,0.0506159,0.0958941,0.0901257,0.0898721,0.0835141,0.0637552
TSPAN32,0,0,0,0,0,0
FTL,1475.38,1458.9,1398.34,1053.46,1021.98,985.484
C10orf95,0.26015,0.368801,0.131032,0.444595,0.577684,0.430305
CYTH1,6.35539,6.12649,5.84047,14.9674,16.5577,16.0585
LOC101927571,0.259219,0,0,0.226761,0,0.229806
MSRB2,2.76866,2.50594,3.07656,3.34274,2.67955,2.71145
STAC2,0.182184,0.0986793,0.148205,0.0817579,0.0358367,0.0944419
DOT1L,15.5375,15.3541,14.7828,15.7224,15.6556,18.4577
RAVER1,31.8108,32.6114,29.5784,35.5863,34.3616,42.1556
PRG2,0,0,0,0,0,0
C11orf96,0.468953,0.773066,0.307817,1.41693,1.20809,1.47577
STOX1,0.530441,0.439332,0.440305,0.512379,0.469598,0.874571
LINC01573,0.0987763,0.187989,0.0921778,0,0.299597,0.211236
HIATL1,28.9983,28.6166,27.7157,32.1891,34.567,34.468
LINC00440,0,0,0,0,0,0
COLGALT2,6.63801,6.74305,6.74067,5.44174,5.44044,6.19855
LYPD3,0.163099,0.090677,0.0652152,0.165111,0.168505,0.266567
FAM71A,0,0,0.0153379,0.0479912,0,0.0348584
PIR-FIGF,0.0431214,0.131761,0.0593289,0.163944,0.209632,0
HCG26,0.126186,0,0.12014,0.588961,0.664083,0.723564
PAFAH2,4.67588,4.82239,4.78745,3.63126,3.67336,4.43727
STX4,7.25424,6.03282,6.82018,9.94238,8.77233,8.63984
LOC283710,0.0342893,0.0375812,0.0324215,0.0363442,0,0.0836393
LOC101928358,0,0,0,0,0.0459035,0.138435
ALDH8A1,0.187359,0.296321,0.396447,0.915559,1.03477,0.79888
REXO2,30.4881,25.7872,28.1241,27.366,28.0679,27.2963
CMTM2,0.060986,0.101354,0.229242,0.323604,0.282227,0.603711
PLCE1-AS2,0,0,0,0,0,0
ZSCAN29,6.16249,5.99729,6.53802,8.12603,9.10788,8.55402
DPYSL2,33.5563,32.368,34.1935,14.4491,14.7565,14.9487
GATA4,0,0,0,0,0,0.0168216
ERN1,0.991964,1.08561,1.02922,1.33018,1.12416,1.45052
MEGF11,0.0658272,0.0888438,0.162388,0.105354,0.115545,0.0964802
MED9,7.41235,7.2151,7.9023,10.64,11.6572,9.87602
MAPRE2,8.11274,7.71254,7.67524,10.2717,9.62642,9.67673
GGTLC1,0,0.0839598,0,0,0,0
HHIPL1,0.0645008,0.0861824,0.127697,0.243023,0.0762226,0.100972
RGS8,4.20957,4.39729,3.27612,0.415162,0.594536,0.370197
TRANK1,1.52537,1.38033,1.58848,17.6775,15.9376,17.2282
ADRA2A,0.0293397,0,0.0263377,0.0492641,0,0.0189086
POLR3E,8.285,7.63445,8.1231,7.09383,7.04028,7.71851
PPIL2,11.9244,10.8613,11.0872,12.1246,10.9289,11.9809
KLHL12,11.4079,10.1162,11.9522,10.6964,9.83797,9.34243
CACTIN-AS1,0.441153,0.216288,0.274669,0.404737,0.460111,0.396994
LRRC71,0,0,0,0,0.0209296,0
LINC01252,0.177724,0.210673,0.172928,0.178844,0.413088,0.350563
IZUMO1R,0,0,0,0,0.0843737,0
ROM1,1.44367,1.32061,1.25672,2.14121,1.8193,1.4984
TATDN3,2.25788,2.5273,2.64433,4.18837,3.56503,3.28185
FOXE1,0,0,0,0.0300859,0.0157219,0.0174144
REM2,0,0.0229259,0,0.282154,0.2408,0.264071
AVPR1A,0,0,0,0.00734157,0.00744671,0
SPANXC,0.13386,0,0,0.127793,0,0
S100A7A,0,0.0124614,0.0116965,0,0,0
GHRL,0,0.0489488,0,0.108221,0,0
SOS2,7.24865,7.53673,7.23626,6.11401,6.96549,7.2541
CHN1,28.1582,27.7425,30.3903,35.1029,36.1467,32.2244
METTL4,7.15472,8.15614,6.63221,5.74932,6.50539,6.62187
ST6GALNAC6,4.58953,4.53551,4.47979,4.21321,4.00294,5.1381
OR3A2,0,0,0,0,0,0
MAMSTR,0.495831,0.583893,0.572969,0.566983,0.819121,0.967683
LTBP4,26.7059,26.6945,26.2136,27.4237,26.0352,29.758
EPHB6,0,0.0134088,0,0.0582557,0,0
OOSP1,0,0.124501,0,0.215781,0.163047,0.272455
TRAF7,18.1142,17.2216,15.3084,15.142,14.899,15.3886
GTF2F1,33.0123,30.3834,32.0954,43.9124,48.596,44.9164
GJC3,0.0918504,0.1371,0.0431854,0.137672,0.18963,0.1532
SYT5,0,0.0636556,0.0394115,0.168185,0.0975775,0.135675
PSORS1C3,0,0,0,0,0,0.105962
BID,10.0636,8.94229,10.3015,10.1036,10.0419,9.25815
SGCZ,0.0266719,0,0,0,0,0
SIRT1,15.1731,14.4596,14.0936,15.8187,18.1183,19.3572
OR4F16,0,0.0456272,0.059458,0.053105,0.0958082,0.155136
FABP4,0.124037,0.126169,0,0.0545331,0.0539624,0.164397
C1orf168,0,0.0132554,0,0.0246524,0.024803,0.0127086
RAPGEF1,15.8649,17.77,16.0742,13.1122,13.2165,14.5812
CBWD1,14.5111,12.9323,14.1981,17.0253,16.4387,16.1515
MRPL4,47.5855,44.3097,43.2834,61.5702,60.0135,54.1218
INSRR,0,0.019816,0,0.0252344,0.0327778,0
DDX19B,25.0976,24.0609,25.3096,34.4326,33.356,32.6569
CYP2A6,0,0,0,0,0.0223589,0.0238883
RACGAP1,39.6861,36.2582,38.3201,32.7317,35.0928,31.5612
QKI,47.7042,48.9595,49.5192,40.4279,41.6419,44.596
ZNF766,4.79361,4.2674,4.75522,5.97432,5.67092,6.03026
HSPA12A,1.01374,0.957438,1.06998,0.662209,0.849153,0.950288
EFCAB9,0,0.100217,0,0,0,0
LRRC14B,0.0274974,0,0,0,0,0.0745267
LOC101926935,0.160789,0.117444,0.190962,0.22063,0.137266,0.0801385
GPC5,0.134764,0.0735087,0.0734551,0.0175289,0.0710445,0.0728647
KLHL21,22.75,22.9803,22.0587,33.5275,32.2597,34.1743
DNAJC9,60.1029,54.0099,59.6029,60.7603,63.8412,58.6522
SCRN3,8.93554,8.30709,8.11523,7.69596,8.31108,8.19448
LOC100630923,3.17018,3.83456,3.60826,6.33912,6.4271,6.29527
ANKRD20A3,1.32074,1.1405,0.582765,1.74997,1.1118,1.48352
KANSL3,15.9381,14.9576,14.8123,16.2448,16.5552,17.2063
FAM157C,0,0.0903324,0.0812431,0.146491,0.100939,0.282894
CSNK1G2,27.206,25.2864,25.7822,35.6561,36.8349,37.5884
LOC101926940,0.504906,0.408612,0.201542,0.0898967,0.0905571,0.0904157
SHROOM3,7.53751,7.52791,7.25267,4.93421,4.88586,5.11067
DDIT4,15.3292,14.9088,14.4706,57.9486,56.1467,58.3393
SCG3,0.0157787,0,0,0.102011,0.206722,0.0695404
FUT7,0,0,0.0190167,0.0230419,0,0
TMEM170B,6.31099,7.80083,7.13145,4.40761,4.45496,5.2821
PRICKLE2-AS2,0,0,0,0.0657543,0,0
DBIL5P,0.155679,0.18993,0.251069,0.22408,0.18391,0.268419
STAT3,43.8931,44.1908,43.3738,57.9593,55.1741,59.4406
TMEM123,63.3848,57.6884,61.5424,57.871,60.1207,68.1175
AZIN2,1.10809,1.10401,0.94228,1.5299,1.80099,2.33027
GAS6,20.3663,18.5495,17.7444,35.5552,34.5329,34.2198
PDE6C,0.0185509,0,0.0181204,0,0,0
RBM34,18.0281,16.9337,18.3304,21.9002,22.578,22.0727
LRRC66,0.375931,0.523097,0.378211,0.569676,0.715492,0.849139
HERC2P4,0.101247,0.0791246,0.0968663,0.155485,0.158421,0.204799
TET1,0.661013,0.779037,0.829391,0.917269,0.8646,1.20872
HECTD2-AS1,0.162152,0.0719409,0.0450175,0.691359,0.847693,1.05206
HMGXB3,16.5805,16.304,16.1304,19.1583,19.1669,19.5739
SLC26A7,0.251795,0.130587,0.185374,0.367378,0.183149,0.159974
CYB5D1,6.03945,5.06109,5.2391,6.78738,7.3254,7.13746
SLC43A2,0.605549,0.663652,0.562957,1.05719,1.01205,1.18409
CDC27,33.5622,34.0589,35.9387,31.3018,32.482,34.7883
PIK3R1,11.5851,11.9999,12.6415,10.9965,12.1163,11.5619
ACAD9,14.3127,15.6181,14.1218,16.742,16.4159,17.0393
AMOTL2,27.1177,27.199,26.5662,31.2515,32.1091,33.8591
PIK3R2,32.1256,30.6751,29.7377,25.9109,24.9724,27.8791
MED21,14.8094,14.1194,14.7749,12.5073,13.3392,13.7211
PARP11,1.72715,1.59937,1.38577,1.80985,1.66907,1.67291
AEBP1,0.0212675,0,0.0129814,0.0152544,0.0471184,0.0261039
LAMTOR4,39.3235,33.1401,32.5509,32.774,31.4224,25.8052
SCN8A,1.03458,0.897111,1.02013,0.783597,0.797635,0.971391
LARGE-AS1,0,0,0,0,0,0
UHRF2,14.5827,13.6635,14.1468,15.3631,15.9658,16.0288
SLX1B,10.9259,10.5817,10.5914,17.2311,16.636,17.6798
ZNF789,2.47072,2.92724,2.92819,3.81986,3.80837,3.95032
LENG1,5.12037,6.08016,5.0437,7.92763,6.7738,6.76718
RNF216P1,5.19076,4.86156,5.11031,5.02533,4.85967,5.82499
RBM26,12.5722,12.2198,13.4371,12.6145,13.6393,13.8747
IRX3,5.8334,4.23302,4.40003,6.98581,6.85337,8.37545
DNMBP,12.2983,11.9969,11.7892,13.7578,13.466,14.0848
RPAIN,14.3903,14.6243,13.0345,19.0519,18.2762,18.5377
HERC2P2,30.7905,31.2814,30.9901,36.9582,35.2667,37.601
TEX10,7.30232,6.46725,7.47906,9.25574,10.9863,9.72541
CDON,5.85761,6.43321,6.38636,2.88925,2.61259,3.62683
ABHD16A,9.60521,11.0383,9.90646,12.3867,11.9217,11.6946
TIMM22,17.4284,16.1307,15.3751,21.5797,22.5482,22.7866
ADIPOR2,25.1506,23.4736,23.4178,23.4448,23.9115,23.942
NKAIN4,0,0,0,0,0,0
MIR503HG,0.827861,0.887076,0.74256,2.03991,2.26008,1.65982
ANKLE2,17.8243,17.4738,17.2288,20.0333,20.6864,21.8981
HACD4,0.0574842,0,0,0.0484223,0,0.0945446
NIN,8.1544,8.78182,8.11067,3.92609,3.89641,4.48705
CARF,1.58313,1.36054,1.41232,1.38237,1.22042,1.73494
CACNB3,7.54997,7.33466,6.72061,8.37653,8.27409,8.09441
LINC01465,0.195716,0.133613,0.118404,0.146674,0.126003,0.0835826
RAD51B,1.87073,2.52177,2.68222,2.60609,1.93456,2.00577
USP33,24.7219,24.1909,25.9812,29.3677,31.5793,32.0196
KRTAP4-6,0,0,0,0,0,0
PSCA,0.486207,0.167297,0.22677,0.152772,0.289718,0.102005
DOK4,1.89381,1.65187,1.75227,2.18775,2.46219,2.17619
SETSIP,0,0.167937,0.055743,0.0993017,0,0.049153
IL13RA1,12.3066,11.8057,12.8967,7.99335,8.62786,9.21285
MFSD5,15.2902,15.3464,15.0078,16.8688,18.395,15.5388
SESN2,4.67361,4.48444,4.53017,13.0841,13.0926,13.7659
SCN2B,0.00966747,0.00954382,0,0.00985653,0,0
LOC101929570,0,0,0,0.019575,0,0
LOC401134,0.0168301,0,0,0.0140965,0,0.0133204
TLX1NB,0,0,0,0.0163537,0,0.0680738
NPFF,0.183239,0.401193,0.262443,0.0978493,0.389707,0.310956
CCDC171,0.828095,0.861609,0.878768,0.849595,0.585725,0.765711
RARRES2,0.0553187,0.290875,0,0,0,0
INPP5K,9.70395,9.48447,8.6618,10.7223,10.4686,11.3827
LINC00657,89.313,84.4407,92.224,61.5609,62.2756,63.9316
PHACTR2,4.81955,5.29902,5.08551,2.8396,3.09898,3.27448
GAB3,0.638333,0.518645,0.609081,0.848471,0.909426,0.872314
RAB11FIP5,8.84837,9.22339,8.87368,11.8,12.6143,13.3444
FAM83A-AS1,0,0.0368154,0,0,0,0.0362034
LINC00313,0.0929204,0,0,0,0,0.0325185
C9orf72,3.65484,3.64177,3.70751,3.0306,3.37198,3.79148
RASGRP4,0,0,0,0.0170536,0.0347889,0.0175027
KIAA1919,2.58221,3.00912,2.58352,2.62918,3.14602,3.35285
SMKR1,0.535976,0.487533,0.351699,0.331118,0.545537,0.399826
GRIK1-AS2,0,0.0585012,0.0558134,0,0,0.166606
GTF2B,19.2149,17.1431,18.3954,26.2898,28.8627,25.2115
CCDC112,5.23964,4.95949,5.27438,6.06636,7.41057,6.46809
LOC388849,0.510458,0.563546,0.316475,0.557407,0.509281,0.525273
HSPB2,0,0,0,0,0.0663678,0.0768942
C12orf49,10.6905,11.3341,10.5286,6.6372,7.05772,6.48775
PLEKHJ1,29.0813,27.7365,26.7513,36.28,38.5763,37.3969
HLA-A,240.645,222.35,213.133,1203.58,1140.25,1136.19
FAM104B,5.02829,4.48536,5.85447,3.38815,3.09878,3.47588
NPIPA1,18.5933,16.5281,16.2099,27.1729,26.9123,28.148
PPP1R18,29.586,28.7653,26.7516,36.1597,34.7992,36.863
XG,0,0,0.0207562,0.0193558,0.0191654,0.105391
SALRNA1,0,0,0,0,0.0387493,0.0382045
MOSPD3,10.7925,9.33068,7.88387,10.7419,9.55223,10.9294
CEBPZOS,18.9147,16.9105,16.8004,15.4871,17.2891,17.5814
BTD,5.37375,5.26401,4.67458,4.10185,3.25367,3.49508
MED15,19.9068,19.6484,19.0628,28.7647,26.7749,28.4745
ZMIZ1,7.01346,7.54539,6.77472,4.92688,4.23183,5.49346
CD300LB,0.0175057,0,0,0.0513832,0.0174111,0.0188661
MORC2-AS1,0.687608,0.633821,0.668808,0.657615,0.743793,0.738924
LOC101928769,0,0,0,0,0,0
CBLC,0,0,0.0230736,0,0,0
ZIM2,0,0.0154475,0,0,0.0165165,0.05399
PTPRQ,0,0.0147837,0.0360608,0,0,0
LZTS3,2.29172,2.20565,2.1793,3.0128,3.41442,3.07374
MYLIP,4.42489,3.7833,3.95194,10.5935,11.2012,10.8867
HYKK,1.50706,2.21127,2.01466,1.43587,1.60438,1.14636
BCOR,7.24888,7.69338,6.93781,6.52552,5.78666,6.66587
PDGFRB,0.146747,0.238129,0.12514,0.202633,0.089483,0.270509
TCTE1,0.220101,0.0902516,0.0609873,0.729762,0.301083,0.496331
CCDC155,0,0,0,0,0,0
TMPO-AS1,2.37223,2.0277,2.01509,2.01778,1.64324,1.8916
MORN4,2.57819,2.47296,3.233,3.53446,3.85071,3.35137
BICC1,5.86623,5.93201,5.76698,5.1699,5.49087,5.14368
FASTKD2,7.40927,7.47837,7.16808,6.4922,8.08427,7.63719
PRR14,6.60573,6.64759,5.74074,8.26718,7.51565,8.33702
NEURL1-AS1,0,0,0,0.0683379,0,0
NACAD,1.53183,1.39534,1.47363,1.02216,0.853792,0.973329
RGS7BP,0,0.0212741,0,0.0177729,0,0.0175198
BZRAP1-AS1,0,0,0,0.0661874,0.0433834,0.0243797
FABP3,0.344436,0.129594,0.249988,0.322192,0.325219,0.349789
RPS21,251.005,208.385,237.643,193.559,211.258,158.863
GSG1,0.232303,0.0727547,0.195384,0.279755,0.167123,0.2286
XIRP2,0.0513636,0.0197574,0.0593138,0,0.0701171,0.103714
NHS-AS1,0,0,0,0,0,0
NIT2,10.0271,12.9618,10.0256,12.8258,13.3069,13.7683
CARD6,2.54728,2.87631,2.56267,3.21663,2.99699,3.37037
AGO1,11.4174,11.9205,12.0805,6.72172,6.1869,6.57114
ATP6V1D,22.5404,20.9927,22.3338,23.1467,24.0105,22.3677
LUZP1,6.23077,6.56082,6.55918,6.34017,6.43796,7.03676
ZNF16,1.84872,2.22466,1.80616,2.25966,2.42147,2.22353
MGLL,0.630399,0.700216,0.584544,1.04862,1.13254,1.24756
LOC101927359,0.118359,0.0926295,0,0.181068,0.0596557,0.039446
CCR7,0,0,0.0189637,0,0.088798,0.0219515
PRR12,6.86024,7.55437,6.86244,7.06255,7.09701,9.01417
HPD,0.427453,0.23461,0.245348,0.240369,0.271447,0.200963
EP400,8.25799,9.39211,8.11982,7.57101,7.12955,8.6486
GCDH,9.54911,9.037,9.16403,10.3259,9.74674,9.45208
MANEA-AS1,0.213839,0.112993,0.386935,0.0447182,0.30828,0.170429
RTN3,134.575,126.584,133.996,129.269,132.295,133.522
CHKB-CPT1B,2.15781,1.41784,1.98202,2.74063,2.38742,2.94301
RPARP-AS1,0.831218,0.518696,0.799757,1.09787,1.02707,1.12552
ANKK1,0.0316056,0.0155885,0.0442493,0.0807259,0.100004,0.0917696
TTI1,11.839,12.4044,11.5037,11.9927,10.7943,13.4327
LOC100131532,0,0,0,0,0,0
SLC24A2,0,0,0,0.00469839,0.00460415,0.0187912
CBARP,1.82118,1.85456,1.76895,3.53924,3.4366,3.88709
FOXD3,0.0263502,0,0.021477,0.159362,0.143721,0.0324023
TSC22D4,16.0031,15.3112,15.0457,22.9282,21.7748,24.7094
AMDHD1,0.47765,0.370107,0.377268,0.580915,0.712232,0.523868
INSL5,0,0,0,0,0.0800097,0
HDAC10,4.96688,5.09469,5.19685,6.96977,7.13469,7.25217
FJX1,17.7472,16.8555,14.7182,25.3125,25.7073,29.6409
GPN2,16.2992,15.3091,14.7567,19.845,18.4765,18.2552
TTC31,8.11896,8.16493,7.6192,8.49828,8.4002,8.86971
NME6,7.7427,8.60294,7.34608,7.82638,7.937,8.19634
INMT,0.134938,0.13195,0.326697,0.463844,0.417553,0.295419
EIF5A2,11.6521,11.9547,12.8289,9.38038,9.8354,9.32147
ALDOB,0.0199992,0,0,0.0183014,0.0362974,0.0187605
DIAPH1,34.6172,34.8401,32.9214,27.4674,27.4631,29.8117
APOA1BP,55.0152,44.2854,50.3463,52.3702,52.8529,49.2469
SRP14-AS1,1.01086,0.601482,1.0055,1.88819,2.28851,1.05901
KCNJ14,1.10891,1.10503,1.37956,2.24105,1.83092,2.16776
DRP2,0.55562,0.753349,0.619018,0.750826,0.621164,0.808841
LINC00174,3.54817,3.45819,3.54601,5.22994,4.96758,5.79583
SCN7A,0.0119179,0,0,0.0105363,0.0105203,0
UMODL1,0,0,0,0.00788121,0,0
NAA15,20.2398,18.9019,20.631,17.5512,19.2495,19.9253
DHX30,31.5406,30.6566,29.6744,34.9221,34.6864,33.8456
DAGLB,9.87114,9.04656,8.85132,10.6361,10.8862,11.3401
PIGZ,1.54894,1.29672,1.02949,1.49632,1.70798,1.55773
UTP3,38.7411,32.2926,38.0175,46.6578,47.7062,46.2747
SFPQ,151.415,147.333,147.155,144.988,145.531,149.497
RASA4,1.40703,1.21068,1.1351,1.72742,1.68316,1.77222
ARID1A,18.5735,19.0897,18.1027,14.7026,14.5936,15.9311
MYOC,0,0.0173198,0,0,0.0175812,0
WDR54,21.3094,17.7398,18.3409,25.2304,24.8758,20.662
GBF1,26.7364,27.6025,27.2379,29.1296,28.2909,29.4431
CDH20,0,0.027121,0,0.0131025,0,0
INTS10,20.6539,19.5212,20.4924,17.9087,19.857,18.936
RAI1-AS1,0,0,0,0,0,0
PRDM5,1.24461,1.14961,1.75516,1.36372,1.37554,1.49413
CD276,41.8982,37.563,38.2105,40.9404,39.9899,40.0522
CPSF3,34.3079,31.3223,32.4672,30.6098,37.5941,31.9612
GS1-24F4.2,0.0535102,0,0,0,0.0545747,0
SMYD2,22.9532,22.4239,21.4985,24.683,24.4386,23.5517
BCS1L,12.6349,11.95,10.4631,11.0252,10.6341,11.2888
FAU,244.259,227.137,220.132,271.681,250.686,236.552
GPC4,48.7397,47.0558,49.4677,47.4987,46.8209,46.6534
AZI2,21.2415,19.2209,21.1546,33.4678,39.6326,39.0897
DPT,0,0,0,0,0.0309463,0
NPRL3,11.7634,11.5731,10.7794,10.3234,10.2244,9.63596
SLC39A10,10.9498,10.1878,11.0005,5.3808,6.30187,6.59357
REN,0,0,0,0,0.0285164,0
PITPNM3,2.06611,1.82685,1.82552,1.24933,1.03875,1.27439
CDK10,12.6942,11.4714,12.6721,15.0752,14.8727,13.7774
PFDN1,46.4316,44.1366,42.9504,57.3101,59.6822,55.0698
FBN2,3.1117,3.12808,3.04715,1.34065,1.21469,1.26029
ACRBP,0.036297,0,0.0171659,0.0913454,0.219345,0.159501
GS1-259H13.2,1.47514,1.34435,0.976031,2.2112,2.30387,2.74435
MSANTD1,0.164633,0.396964,0.099997,0.291539,0.339361,0.2334
KRBA1,2.64694,2.47093,2.4408,4.07286,3.79702,3.93428
DKK2,0.083177,0.126502,0.0636301,0.0153126,0.0309849,0.0464391
BEND7,1.40758,1.37082,1.13014,1.40463,1.2972,1.33574
CDC25C,10.924,9.96593,10.1417,8.0967,9.49871,8.35312
LGR4,26.5624,25.1505,25.6597,21.5589,22.389,25.9946
SULT4A1,0.02179,0,0,0,0,0
RPA2,37.2366,34.2564,34.0924,47.6803,50.9352,50.1956
MIF,0.396344,0.723513,0.628934,0.48109,0.207551,0.540569
PLCG1,18.1733,17.5602,16.888,19.2338,18.5583,19.7264
ALLC,0,0.102289,0,0.294385,0.166179,0.480872
FAM166B,0.100717,0.0352076,0,0.0690344,0,0
SLC25A36,13.0079,12.2809,12.4289,19.043,20.5089,21.7154
FHIT,0.856201,0.350873,0.431279,0.971744,0.605645,0.417427
RHOD,1.89489,2.21082,1.92505,1.71049,1.61529,1.32099
NEFM,0.202577,0.195919,0.274281,0.223439,0.268174,0.20959
LINC01338,0,0,0.11182,0,0,0
FAM35BP,0.497542,0.659366,0.651384,0.518138,0.472367,0.630713
ZFHX2,0.333716,0.323269,0.319844,0.463695,0.457535,0.535164
IL22,0,0,0,0.0455986,0,0
COMMD1,19.236,18.6015,17.5325,24.6251,23.5726,25.8436
CFAP74,0,0,0,0,0,0.022021
HBB,0,0,0,0.0835568,0.0858107,0.0909002
MTG1,15.3882,15.388,14.3143,21.2031,19.0231,21.2395
GLIPR1,18.1287,19.5968,19.3088,16.0553,15.6356,16.9333
TMEM164,9.58219,10.1761,10.3054,7.73964,6.24937,7.20922
NIPAL1,0.0351793,0.0711367,0.0701368,0.157797,0.125632,0.221593
CCR6,0.195021,0.264091,0.422206,0.383199,0.261822,0.349605
MAFIP,8.69033,6.71582,7.18474,8.68117,9.80413,8.3347
IGIP,4.5121,4.42721,4.30611,3.96799,3.25376,4.1006
DCLK1,10.9035,11.7546,11.5593,3.93224,3.75356,4.89158
SAFB2,32.0877,28.151,30.6043,41.3245,43.5198,38.8299
ISG20,0.383248,0.333076,0.326966,7.93406,8.02882,7.96576
SPTSSB,0.117216,0.174509,0.0853306,0.109848,0.0828931,0.110599
BSDC1,19.5875,19.9271,18.8346,26.2767,25.4975,27.2594
YES1,32.8674,33.4468,33.8496,30.1843,32.1428,32.8876
C6orf47,9.21819,8.52714,8.95588,12.3756,11.5961,12.7484
IL17RB,2.09611,2.29441,2.27816,1.7913,2.03764,1.87453
CCDC124,42.6779,37.7897,36.3382,41.1718,40.3825,36.8457
NCOR1,22.2564,23.7717,23.521,16.4334,15.9973,17.7751
VIPR2,0.0124076,0,0.0117483,0,0,0.0764631
SNRNP40,46.0602,44.4246,45.5558,44.5038,40.4697,38.967
MTA1,18.9824,18.8984,17.4008,19.7636,21.3941,20.9687
ORC5,16.8343,18.8695,17.4961,18.931,21.4509,21.66
HRK,0,0,0.0314545,0.0843351,0.0896416,0.134824
LOC100996351,0.027328,0.137941,0.0529305,0.159447,0.193459,0.236779
APOC3,0,0,0,0,0.117176,0
LINC00487,0,0,0,0,0.0534966,0.0560614
