GeneName,HRP1,HRP2,HRP3,HRZV1,HRZV2,HRZV3
LOC100240735,0.973761,0.639413,1.3901,0.923638,0.586417,0.520576
DMTN,2.77514,2.61634,2.60369,2.33477,2.60124,2.40757
TNPO1,29.6269,30.149,29.3256,41.3179,35.1902,39.9147
PRPF18,10.3405,9.92816,9.58103,9.76663,8.54271,9.18709
GPATCH11,3.89084,4.1805,4.20191,2.30826,1.71574,1.73849
MRE11A,6.66934,5.01978,6.11341,4.49137,3.31342,4.39281
TXNDC16,4.72843,4.31992,5.27412,1.77012,1.76955,1.64979
PITRM1,31.4131,35.296,32.0158,33.5416,30.4005,32.9113
U2AF1,44.2524,55.8937,44.6726,38.9485,37.5763,32.8976
KCNB1,0.0424547,0.0100973,0,0,0,0
BCAM,46.6484,29.1649,43.0982,42.5081,41.3517,34.6321
MGAT5B,0.182074,0.19519,0.0820229,0.0686078,0.127628,0.112752
LOC728752,6.19133,3.70593,3.53956,3.66466,4.55997,5.4495
CCDC96,0.887128,0.689741,0.657287,0.707991,0.512167,0.600222
TEFM,4.70885,3.72255,4.46268,3.89061,3.29637,3.69187
TOMM20L,0,0,0,0,0,0.0895219
MIEF2,4.08587,3.39417,4.58346,2.81604,3.27089,3.09768
VSTM2A,0,0,0,0,0,0
ADGRE4P,0.0774107,0.0139778,0,0.00990151,0.0029519,0
STMN2,0.106591,0.143497,0.132625,0.17154,0.086877,0.122577
LOC101929450,0.0853318,0,0.0168808,0,0,0
OR52I2,0.0649692,0,0,0,0,0
AZGP1P1,0.0512786,0,0,0,0,0
METTL15,7.34886,6.53252,6.95518,8.8913,8.42361,8.10502
C20orf197,0.082095,0,0,0,0,0
UCK1,7.51597,7.43877,8.2893,7.52491,8.29241,7.50634
MIR217HG,0,0,0,0,0,0
MAP7D3,7.93978,7.62483,6.91546,6.37545,7.08348,6.60875
DCAF5,14.2639,14.3146,14.6396,14.6279,13.7332,13.9583
TMEM50A,55.5595,56.6574,53.2367,58.8548,59.5858,59.7089
XIRP1,0.0966893,0.0936737,0.0928771,0,0.0260643,0.0103445
MRPS9,18.568,19.0329,17.1719,17.2503,17.5121,19.3682
AS3MT,2.32835,2.33514,2.09795,1.51723,0.934073,1.38337
ARGFXP2,0.078781,0.0247736,0,0,0.0214806,0.0494323
ZNF575,0.833003,0.899488,1.13223,0.720761,0.469437,0.507739
AGBL5,8.7857,9.7502,8.50993,5.89586,5.91258,5.91722
MED4-AS1,0,0,0.110359,0,0.0999953,0.120517
POLA2,2.78083,3.51326,2.75074,2.64627,2.58759,2.95134
KIF3A,6.93608,5.61698,6.50331,6.33288,5.12086,5.40861
TMEM231,6.73208,7.72219,7.20556,8.27549,7.18482,7.2781
SLC33A1,16.8249,17.5102,17.2073,23.8928,21.8696,26.0527
GAK,16.472,15.7988,17.7553,16.2214,17.4162,16.2365
ATXN7L3B,33.3615,29.9606,31.137,36.8184,31.891,33.499
IFT20,13.9531,14.324,15.4624,13.5426,10.447,13.2857
MSX1,0.0269126,0.0262951,0.0248648,0.14056,0.112285,0.124229
ADAMTSL3,0.148003,0.057786,0.0613203,0.177291,0.08278,0.128053
LINC00704,1.14581,1.82459,1.24033,0.98188,0.877071,1.0092
ZKSCAN3,2.22958,1.88391,1.64523,1.78824,1.5052,1.39867
SFXN4,5.88085,4.97604,6.86163,8.45052,10.2582,8.86134
CLEC12B,0.0758715,0.0175721,0,0,0,0.0357338
FGF7,0.598469,0.306025,0.398337,0.218591,0.229637,0.109916
LINC00298,0.0290062,0,0,0,0.0236758,0
LOC101929122,0.112082,0.107107,0.0513764,0,0.0464055,0
NUP50-AS1,4.15413,3.33739,2.82652,8.10046,8.41062,6.56766
SH3TC1,1.99389,1.9278,1.76746,5.19369,6.35432,5.79087
MTERF1,5.39423,5.2929,4.66568,4.81489,4.75075,4.93574
ATP7A,4.06284,3.88969,4.05721,4.37702,3.00761,3.18428
LOC100507639,0.942232,0.376364,0.537325,0.364968,0.336312,0.513574
UBR5,14.1893,13.249,13.7757,16.83,15.4269,15.5649
SLC38A9,8.51541,7.18,8.2246,11.6573,10.185,11.4221
KRTAP5-2,0.581764,0.308608,0.233491,0.251072,0.536251,0.360432
USH1G,0.0734766,0,0,0,0,0
GJA9,0.0721433,0.0406601,0.193852,0.244509,0,0.140012
COQ4,11.2238,9.881,10.9654,9.14897,12.0401,9.93175
C7orf76,0.021689,0,0,0,0,0
ATP6AP1L,1.47461,1.04347,1.25084,2.62878,1.97319,2.08597
URB2,2.65402,3.04411,2.598,3.99504,4.74162,4.21036
EIF2B4,10.5397,12.3912,11.8333,12.0166,12.4014,10.6693
RPS6KA3,11.8855,13.1156,12.887,12.6047,11.3026,11.4566
IFNL2,0,0,0,0,0,0.0676284
TXNL4A,24.4576,32.3313,28.7702,29.9693,29.463,32.3579
FAM138E,0,0,0,0,0,0
LOC101927056,0.381519,0.526005,0.352783,0.290415,0.16582,0.0667978
TGFBR2,42.4511,37.3974,41.6145,66.4982,60.3199,59.3731
LINC00619,0.154764,0,0,0.152232,0,0
PRSS8,0.48075,0.480186,0.415616,0.651404,0.940741,0.695927
GSDMC,0,0,0,0,0,0
SLC2A9,0.836672,0.33907,1.03069,0.751719,1.19556,0.624729
ACTG1P17,0.141145,0.0262825,0.0748397,0.157999,0.112919,0.232558
LINC01550,0.0335337,0,0,0,0,0
MAPK9,13.7474,12.4312,12.5987,12.3853,11.6751,11.515
SPIDR,12.7963,13.344,12.684,9.65232,10.0338,9.67969
DNM1P41,4.27587,3.50041,3.62472,5.14564,4.69736,5.00424
NXPE3,6.93643,7.10257,7.44567,7.71953,6.5206,7.97017
CCDC184,0.311512,0.160985,0.287151,0.303913,0.326986,0.345456
HSPE1-MOB4,0.331187,0.481787,0.148453,0.134002,0.339742,0.198635
PYHIN1,0,0,0,0,0,0
PMS2P3,2.45453,3.50208,3.19115,2.37465,2.48847,2.48564
OR2T35,0.0355208,0,0,0,0,0
PARD3,17.522,16.9176,17.078,17.4065,18.3843,16.4953
GPR3,0.437602,0.889769,0.67561,0.580791,0.593242,0.589899
USP8,13.3731,12.2176,13.2991,16.6082,16.2969,16.2289
LINC01555,0.03717,0.0535144,0,0,0,0
CT55,0.0295093,0.032171,0,0,0,0
CCDC70,0.1627,0,0,0,0,0
OFD1,8.55072,6.91459,8.25018,8.07065,7.03923,7.2025
LAMA5,82.637,76.7569,80.994,100.519,101.525,102.869
IRF5,0.589688,0.506367,0.505494,0.708937,0.800622,0.421769
LINC01281,0.0642879,0,0,0,0,0
HDAC6,12.6573,12.9799,13.8978,10.1979,8.97565,10.4501
FAM74A7,0.052886,0,0,0,0,0.0254361
AQP6,0,0.0199486,0,0,0,0
HMGA1,165.172,254.497,192.661,310.092,341.803,411.082
MAP3K19,0.0438528,0,0,0,0,0
SNX31,0,0,0.0208678,0,0,0
ARHGAP30,0.0799307,0.06507,0.0519656,0.0121103,0.125137,0.17853
MMP25,0.115895,0.0371801,0.0820872,0.1591,0.0951469,0.140862
SLC2A4,0.112799,0.181848,0.168803,0.056054,0.0771702,0.0702934
PDCD10,31.9048,31.2197,31.8748,46.127,41.997,47.8429
LOC100506474,0.0281985,0.0271875,0.0251696,0.0252087,0.0689618,0.0547956
DMC1,0.221781,0.233279,0.289144,0.245008,0.332643,0.265114
FBXO39,0.0530485,0.0250939,0.0709492,2.07924,2.7702,1.8158
HES1,14.3398,23.4262,22.9407,20.5964,25.8651,22.0975
GTF2H2C,4.37815,4.85784,2.32978,6.44452,4.952,7.04985
CLIC6,0.211453,0.204355,0.126714,0.298785,0.172775,0.412063
LOC654342,7.31267,7.95464,9.50947,9.28565,10.4734,8.96179
MFAP4,5.39348,2.2678,4.97063,6.60072,6.04035,4.31544
MEIS1-AS3,0.0266839,0,0.0120393,0.0253734,0,0
PRRT2,1.52326,1.24724,1.16173,0.57239,0.427027,0.475678
PRPS1,13.717,17.6211,14.0707,10.005,10.9826,10.6482
WRB,28.7049,27.8328,29.899,19.3433,16.7402,18.1426
PPM1F,7.83612,8.27,8.15621,6.39265,6.34354,6.28732
ALPK2,5.8402,4.29054,5.44686,6.32766,8.05261,5.76128
OTX2,0,0,0,0,0,0
LMNB1,10.3752,16.7788,11.7848,7.04011,7.51279,7.68057
TRAPPC12,16.4055,16.3168,17.2747,12.4888,12.0046,12.001
ZNF416,1.97788,1.74661,1.87295,2.47785,2.48021,2.24698
RAD51AP2,0.0638351,0,0.0284828,0.0984325,0.0785975,0.0323612
ABHD2,10.9449,11.8704,10.6163,13.2091,10.3402,11.4676
LOC574538,0.0335148,0.0322095,0,0,0,0.0463389
CASZ1,0.479884,0.551782,0.411319,0.272641,0.505782,0.574139
KCNC1,0.0452211,0.00691033,0.0129427,0,0.0247197,0
PPT1,40.5797,42.9087,42.3525,48.6414,39.0171,44.7494
ELMOD3,4.45299,3.59242,4.42212,4.33528,3.14908,3.91262
NXF2,0,0,0.00903407,0.0184388,0,0
SNX16,6.94353,7.28712,6.69991,7.40076,6.64202,6.83051
EGFR-AS1,0.109986,0,0,0.0685772,0.179027,0.120626
ERLEC1,41.7162,42.9383,43.938,35.8216,32.6307,33.8151
LINC00683,0.0202539,0,0.0183446,0.0195252,0.0165913,0.0568019
TXN,105.374,124.511,111.604,145.886,122.265,144.917
CGGBP1,44.26,39.1692,41.2222,46.0479,43.4266,42.4629
ADAP1,0.486405,0.763156,0.708771,1.53411,1.14675,1.60385
RAB20,1.24282,1.35854,1.11849,1.67164,1.66322,1.86445
PPP1R13L,11.0679,10.4928,13.1933,4.86135,9.86274,6.22141
PCDHGA4,0.769066,0.765824,0.944325,0.57472,0.30373,0.486509
FOLR3,0,0.0524554,0.304611,0,0,0
SLC30A6,10.0906,10.2948,10.1118,10.6465,9.22379,9.53822
CTAGE9,0.188839,0.136381,0.139723,0.16812,0.16356,0.136778
FLOT1,62.8589,56.5155,63.0941,102.807,97.4252,107.144
INGX,0.687655,0.255047,0.23998,0.159285,0.158723,0.24915
MEAT6,0,0,0,0,0,0
TAS2R42,0,0,0,0,0,0.0768439
HMG20A,14.3833,14.7687,13.8874,14.923,14.6371,13.6598
USO1,45.541,48.4065,46.9537,36.2413,42.6419,38.7704
SCARA5,0.0258462,0,0,0,0,0
SERPINE1,1070.14,1408.87,1146.92,1252.18,1862.55,1613.61
HNRNPU,73.7863,72.5459,74.3241,90.4853,100.124,91.5656
PPY,0,0,0,0,0,0
LOC100507412,7.4474,2.72621,2.72217,4.99944,3.77479,4.87
POTEM,0.18451,0.00606606,0,0.0289028,0.00512972,0
SLX1B,8.20477,8.60024,8.62675,3.83202,6.15826,5.98266
ZNF625-ZNF20,0.160314,0,0,0.0650147,0.220088,0
PSPH,18.2582,13.9664,18.2718,22.3427,24.2647,22.7946
IKZF1,0.111099,0,0,0.00761659,0,0
KIRREL2,0.0681745,0.0217765,0.0138495,0,0,0
PRMT6,10.379,10.7294,10.9613,11.243,11.4423,11.2347
SEC22C,18.3299,17.0214,20.2742,22.0766,21.6408,23.8042
KCNIP4,0.800207,0.386543,0.745123,0.911476,0.80289,1.10558
MKKS,9.61076,8.81361,9.17905,13.7513,10.6389,14.3337
LOC441666,1.50224,1.07568,1.18158,1.01654,0.659975,0.696115
FOS,45.8779,56.3303,71.2084,62.0557,56.6059,56.6725
TRPC2,0,0,0,0,0,0
HBQ1,0.0688901,0.0685502,0.322841,0.0775001,0.114578,0
CCDC24,2.31223,1.54447,1.87105,1.23694,1.29425,1.48589
AIF1,0.0254712,0,0,0,0,0
JSRP1,0.0892538,0.0430917,0.124048,0.138944,0.14937,0.162549
NUP153,11.3618,12.1577,11.0804,13.4655,13.8168,13.1784
WNK2,0.0415618,0.0167254,0.0052811,0.00576088,0.0046942,0.00517909
ADGRF3,0.0923966,0.0453733,0.0715806,0.045839,0.121479,0.132199
SGOL2,2.38711,3.2358,2.67676,2.66628,2.31408,2.39112
THSD1,2.36136,2.85104,2.31184,3.74521,3.7518,4.0031
TMEM191B,0.324071,0.47999,0.380074,0.259231,0.187495,0.271225
BZW1,109.557,127.012,116.293,158.246,143.733,157.704
EPPIN-WFDC6,0.0308586,0,0,0,0,0
PMAIP1,48.8591,46.3509,51.1159,105.717,122.159,109.713
GFI1,0.143708,0.121506,0.0714305,0.0686013,0.0768195,0.0653364
ZNF124,3.41496,2.92312,2.23316,3.85174,3.45869,3.11536
PELO,8.55331,8.20857,9.17603,10.0196,8.956,9.28548
SCEL,0.133398,0.0763042,0.0869129,0.221091,0.109176,0.083914
LOC102723354,0.276573,0.265426,0.309867,0.26865,0.281092,0.833069
SGPL1,20.2925,18.0574,19.8923,24.9466,24.3074,24.5037
ZDHHC8,15.387,17.2551,16.4697,11.6257,13.5126,11.5893
LOC100506083,0.33336,0.177107,0.099653,0.377884,0.42351,0.282861
ZBTB7C,0.430795,0.160844,0.162531,0.362386,0.43964,0.503396
DSG1,0.0233273,0,0.00694473,0,0.00635272,0
RNF167,18.5725,18.8718,20.3069,16.4352,19.4031,19.0819
MIR181A1HG,0.0969338,0.18767,0,0.0896901,0.320623,0.0974209
TRIM17,0.485678,0.524594,0.389702,0.388072,0.349597,0.337731
ALKBH3-AS1,0,0.047514,0.0663528,0.0219357,0.0400081,0
USP17L9P,0.144167,0,0,0,0,0.00327862
SVIL,23.0833,22.715,21.9071,24.1693,22.9907,22.8693
BEND5,0.561413,0.665567,0.331355,0.299448,0.167767,0.444387
CCIN,0.268125,0.200191,0.10722,0,0.194812,0.0569046
SPACA6P-AS,0.0921052,0.0252505,0.0593609,0.0122776,0.0215159,0.0625725
DNAJB9,18.644,18.7013,19.9044,35.8977,34.7187,35.3637
CPS1-IT1,0.0340278,0,0,0,0,0
BDKRB1,0.228353,0.175521,0.163195,0.268336,0.483571,0.213611
LOC101928661,0.0264591,0,0,0,0,0
LEKR1,0.227203,0.191815,0.339182,0.43293,0.219064,0.354022
HNRNPC,130.212,134.152,131.724,188.82,180.425,202.546
KISS1,0.0667357,0.389975,0.247147,0.0641381,0.165837,0.0615067
NME3,10.9341,13.6815,13.5538,12.6879,14.7346,10.7216
LOC101928855,0.0411544,0,0.024823,0.0385338,0.0223627,0
KIAA0020,18.28,21.4113,20.6669,27.706,29.9731,28.6724
ZNF180,2.07091,1.93578,2.0402,1.95531,1.58405,1.91464
SNRPA1,13.5224,19.6333,15.8565,12.1258,16.1776,14.1496
LOC101559451,0.433049,0,0.129518,0.296076,0.119804,0.135642
YTHDF3,30.3569,26.6283,30.295,29.807,26.8962,27.0079
FAM90A7P,0.526696,0.0321318,0.0823427,0.0983573,0.124056,0.110846
CORO1A,0.69322,0.929268,0.466536,0.237115,0.260269,0.368756
MED20,9.70843,9.09595,9.72856,9.81855,10.7952,11.6317
CCKBR,0.0258447,0,0,0,0,0.0240612
PLA2R1,13.2721,12.1938,12.4579,7.58757,7.28143,6.37968
PLOD2,112.302,121.939,117.549,98.8696,109.597,96.6021
STRADA,7.51048,7.51804,7.57952,6.86311,5.56625,6.67386
OR10A4,0.0662175,0,0,0,0,0
ANP32E,25.33,32.5059,25.7411,30.8432,26.9889,26.7174
FOXO6,0.40705,0.15919,0.410847,0.378848,0.219832,0.298583
RBM14,9.26176,10.1265,9.37944,7.47255,8.5212,8.53475
TSNARE1,4.03161,3.46128,3.10212,3.48403,3.68785,3.06665
SAP18,24.5316,23.0679,25.1762,31.3984,28.3323,31.1496
PNMA3,0.348639,0.159619,0.227394,0.205672,0.204405,0.144716
GLYATL3,0.0274871,0,0,0,0,0
LRCH2,4.03165,3.32556,3.22938,3.74937,3.60476,3.23181
RIPPLY3,0.0966773,0.0701202,0.0439234,0.116843,0.138262,0
FBXL15,3.97955,3.86403,3.54578,2.48273,2.72255,2.74452
ZNF732,0.207796,0.220933,0.185227,0.254003,0.0682929,0.266878
MED13L,14.3514,12.5308,13.0823,19.4598,19.536,18.1179
DCAF8L2,0.0553897,0,0,0,0,0
KBTBD12,0.0703853,0.00966777,0.00901925,0.0185852,0.008196,0.0576183
STAT4,0.476264,0.29468,0.290012,0.560444,0.554019,0.64607
FLT4,0.108164,0.113646,0.0672006,0.158997,0.137638,0.31653
LRRC6,0.627452,0.544367,0.720361,0.734171,0.205913,0.505311
LOC401052,0.693532,0.466414,0.574073,0.109391,0.302455,0.234283
DAW1,0.211325,0.236777,0.281254,0.648515,0.172052,0.450231
GNAO1,0.0454678,0.06725,0.0924322,0.0553809,0.0475373,0.0355076
CST9,0.029449,0,0,0.0282325,0,0
C6orf223,0.451156,0.492557,0.47062,0.287159,0.460866,0.276852
KRBOX4,4.36474,4.22489,4.49423,5.01028,4.67828,5.59549
CAPNS1,220.317,226.871,237.031,186.62,201.392,188.014
SPRED1,19.7645,19.5237,17.9863,18.1585,16.8756,15.3811
GUSBP2,1.35005,0.906129,0.671053,1.08704,1.01741,0.728348
DYNC1I2,41.8208,46.6784,43.2078,40.1111,42.8476,40.4015
DIRC2,6.10729,5.25598,5.43528,6.06879,5.81426,6.24647
CASP9,4.41845,4.20792,4.01024,4.2974,3.21868,3.44156
C11orf30,3.20735,3.39526,3.02403,3.23606,2.79797,2.87743
BRE-AS1,0.0408968,0.0796949,0.0371872,0.0423629,0.168357,0
ARSK,4.72047,4.45497,4.67643,4.95266,4.11608,5.18507
SLC25A23,19.9391,21.5716,21.4363,8.52896,9.31097,7.89232
FBXO22,14.3173,17.34,13.9042,15.5329,15.8017,16.1738
NAE1,25.2726,27.5989,24.7802,26.2163,23.9287,25.0903
PAX6,0.297143,0.167708,0.219554,0.25398,0.141989,0.214146
C15orf56,0.0255546,0,0.0231668,0.0509682,0.125871,0.0479857
EMILIN3,9.98253,8.70149,10.1617,7.09394,8.06251,6.2842
GMPS,19.0836,23.8438,19.4405,21.718,19.6918,20.4412
DTYMK,12.1371,13.8644,12.6808,11.6576,12.7869,13.0079
LOC728175,0.129948,0.024892,0.0233243,0,0.0420444,0.0981649
TIMM10,10.346,10.3923,10.2841,13.1198,13.263,15.126
FGF16,0,0.176639,0.0820885,0.184494,0.0736061,0.505773
LY86-AS1,0.060317,0,0,0,0,0
LOC100506551,0.241142,0.0932572,0.20439,0.13137,0.0818332,0.0897231
UBAC1,12.0618,12.6351,13.1321,11.3093,9.09228,10.1535
ANAPC1,9.807,10.0378,9.51187,15.2068,13.3109,14.9428
FAAP100,12.5431,11.9976,13.841,7.60427,9.90788,8.18109
ZNF358,20.3349,19.5717,23.9936,14.1331,16.2468,17.1797
TMEM98,51.1669,54.0434,53.187,29.5034,31.8865,27.2242
GABRG3,0,0,0,0,0,0
FAM222A-AS1,0,0.0570782,0,0,0,0
TSTD3,2.16665,1.83406,1.42891,2.20236,1.70475,1.832
POLR2J4,0.849097,0.621453,0.800239,0.585006,0.719943,0.717835
RAB2A,51.6933,53.5731,50.6979,45.8396,43.916,40.8864
LINC01272,0,0,0,0,0,0.0204526
CEP19,1.36474,0.992804,0.942335,1.28814,1.15217,1.73114
SMOC1,0.603549,0.992277,0.962842,0.825828,0.868626,0.928621
LINC00303,0.0310209,0,0,0,0,0
TUBGCP6,9.87415,9.09196,9.38954,6.15575,6.06952,5.76482
NLRP1,1.96127,1.84166,1.98128,2.40209,2.64339,2.64254
SLIRP,40.7837,38.6198,40.3557,40.2289,36.7755,34.7813
HEY2,0.683624,0.362097,0.693973,0.377201,0.49566,0.295634
SSH3,9.71688,9.46002,10.235,5.33913,6.56557,4.72188
APOC3,0,0,0,0,0,0
CTTN,106.163,107.98,107.332,100.69,104.934,99.5517
CAMK4,1.19532,0.936676,0.609167,1.06963,1.74564,1.16376
PGM5-AS1,0.0822256,0,0.031011,0,0.070371,0
XK,0.0253918,0.0248255,0.067674,0.0233437,0.0827839,0.0501809
LRRC3B,0.0306634,0,0,0,0,0
NAIF1,1.80196,1.89906,1.82407,1.63313,2.00384,1.96112
HPGD,0.882974,0.671475,1.10374,1.36241,0.976223,0.596671
MED1,9.99863,9.4098,9.50073,14.9718,13.2155,13.887
LRIT2,0.0896042,0.147936,0.0600481,0,0.013682,0.0159669
CISD3,1.64965,1.80388,1.7553,1.58723,1.66047,1.92077
STAT5B,10.1898,9.49841,10.1047,6.42012,8.26145,6.1713
C12orf43,5.03627,4.65085,5.13758,4.85593,4.7248,4.247
UPK1B,1.81676,2.37687,2.41185,1.04768,1.55638,0.7369
DLX2,0.0180691,0.0520916,0.0165583,0.0183556,0.0891999,0.0657566
HERC2P9,13.8242,12.492,13.1138,12.6552,11.7171,11.9262
CLPTM1L,32.0021,33.8133,31.3217,31.7302,34.3575,34.4373
ARHGEF34P,2.12638,2.02292,2.20771,1.65262,1.86613,1.48534
LOC101927100,0.35855,0.473414,0.325071,0,0.148424,0
TTLL11,1.79953,1.23679,2.07151,1.50499,1.68433,1.57035
SRPX,7.81686,11.0049,8.44672,6.49683,6.56279,6.29728
GATM,0.643915,0.97218,0.539693,0.583923,0.621359,0.689882
OGDHL,0.784259,0.433232,0.808044,0.39337,0.450079,0.318261
MYSM1,13.3341,11.2967,12.7225,13.7192,11.1505,12.579
C1QL1,0.215455,0.861047,0.423446,0.458641,0.433639,0.42435
TAS1R1,0.110642,0,0,0.0265467,0,0
FKBP1B,7.14393,7.78796,6.7831,6.19053,7.40194,6.85068
LOC101928937,0,0,0,0,0,0
BCOR,5.96125,5.40777,5.81995,8.49254,7.91769,9.09873
SEMA3F,15.9232,13.1942,15.1659,17.7955,17.5305,14.5803
C4orf3,34.647,31.0118,35.2576,35.375,28.0766,28.9653
SKAP1,0.652429,0.467217,0.526875,1.40125,2.21685,1.62312
MRPL40,26.8031,23.9011,26.0474,25.1693,28.9802,32.2418
ZNHIT3,16.0336,14.3563,15.3232,16.9928,13.8828,15.2811
CASC17,0.0493241,0,0,0,0,0
RNPS1,44.6976,46.4642,49.1146,40.3484,43.5588,41.8445
ZNF793-AS1,0.684889,0.19952,0.430079,0.399424,0.334506,0.323832
SOSTDC1,0.230344,0.09855,0.438899,0.256512,0.25121,0.147369
SMIM19,11.0541,10.0269,10.7796,12.5305,15.2606,14.7178
GAB1,3.56987,3.11339,3.37617,3.20933,2.69865,2.90656
SLC26A4-AS1,0.035004,0,0,0.0159195,0,0
SLC15A3,3.1537,2.25635,3.60624,32.5119,39.5063,38.7504
HEATR3,7.88895,8.20424,7.36549,7.80151,7.74678,7.47301
TCEA3,3.44635,2.79655,2.47254,4.49955,3.30332,3.72149
TAS2R8,0,0,0,0,0,0
NLRC5,4.10443,4.05432,4.85756,8.62769,9.33525,7.97922
TMEM128,17.7564,17.337,17.6613,25.0764,20.7665,18.0199
CORO1C,63.6381,76.7276,67.1052,42.0242,64.4914,46.4066
FABP7,0,0,0.108628,0.0570578,0,0
OR14J1,0.0809124,0,0,0,0,0
BTBD2,40.2653,39.5936,40.1713,31.5096,33.6311,30.2596
LRRC52,0.0756137,0,0,0,0,0
DSG2-AS1,0.0309362,0.121,0.0547773,0.0867131,0.20141,0.030475
LARS,51.6683,45.9981,49.888,61.8656,51.8861,59.4438
GLMN,4.93747,5.49743,5.00851,6.39212,5.18763,5.61458
BBOX1,0,0,0,0.0262501,0,0
VAC14,14.5989,13.112,14.1376,16.3867,16.3737,17.4111
ST6GAL2,3.24695,5.35962,4.11119,0.980603,1.1432,0.859475
PKD2L2,0,0,0,0.0268191,0,0.0265717
VENTXP7,0.0595632,0,0,0,0,0
SLCO1C1,0.103916,0.018992,0.0693783,0.0173393,0.0159384,0.0192752
ZFPM2,0.798803,0.740216,0.794118,1.27343,0.968858,0.886211
GPR176,18.2381,18.0771,18.1906,15.0388,20.7565,16.2468
RPLP0P2,0.127726,0.134375,0.115772,1.66649,1.90056,1.8651
SLAMF1,0.0767779,0,0,0,0,0
TSPEAR-AS2,0.0646633,0,0,0,0,0
LINC00662,2.55497,1.77541,2.49071,3.29044,3.72478,3.05202
OSBP,16.5665,16.2347,17.0068,19.3093,18.6351,18.459
OPALIN,0.0773124,0,0,0,0.0555797,0
LOC645382,0.0350598,0,0,0,0,0.0167637
MRFAP1L1,38.3152,36.6628,37.6443,40.3811,34.0076,35.853
RPL10A,353.5,361.35,373.777,345.626,370.258,367.026
SHBG,0.090294,0.213593,0.0802311,0.129197,0.140021,0.200768
NFS1,6.59693,7.14915,6.42009,4.7045,3.51498,4.69672
NCBP1,13.7306,14.9261,13.1826,15.8492,15.6149,15.7193
SLCO4A1-AS1,0,0,0,0.0272331,0.0462609,0.0523676
SOX1,0.0134675,0.0131497,0,0,0,0
RNASEH2A,6.11013,8.60348,6.55154,7.02226,6.73663,8.60505
TSC22D4,18.4347,19.7585,20.662,20.2298,23.3378,19.3589
CSGALNACT2,19.0583,19.269,19.2214,28.029,29.6959,27.4038
LOC284950,0.106996,0.0207608,0.0191695,0.0773866,0.0174849,0.0207286
LINC01267,0.019904,0,0,0,0,0
HADHB,48.2211,48.1209,47.7197,51.9855,41.064,48.3431
PI4KB,13.7908,14.2088,13.139,11.5647,11.8655,10.6519
ZBTB9,3.29431,3.30776,3.09747,4.21341,3.47805,4.26361
LOC728739,0.0938179,0,0,0.0895944,0.078071,0.0920128
DGCR11,0.723071,0.738906,1.18777,0.636688,0.60577,0.408771
OTUD3,2.72261,2.81723,2.46685,3.01029,2.32686,2.45799
LURAP1L,4.2275,2.58287,3.47261,22.3967,21.5673,25.0699
TMEM106C,11.2348,14.9727,11.7861,5.55685,6.26952,6.03665
LINC00880,0.0796579,0.28053,0.165889,0.0986714,0,0.101348
PIK3CG,0.0331754,0,0.00665016,0,0.024176,0
MAB21L3,5.41429,1.87838,1.84231,3.98553,2.32961,2.57854
CDNF,0.359336,0.270055,0.820368,0.80122,0.621495,0.394131
EP300,14.0916,12.163,12.6925,21.5731,18.6897,19.4059
ATP6V1B1,0.0449445,0.0212843,0.0610098,0,0.0364837,0.124055
DCN,179.383,130.658,182.025,99.9494,109.734,82.5524
NXF2B,0,0,0.00903407,0.0184388,0,0
RIC1,13.2661,12.5589,13.6662,11.7797,12.5724,11.6172
ZNF32-AS1,0.359166,0.176218,0.932461,0.67301,0.289414,0.344289
BRF2,4.8552,5.00176,6.30568,5.61771,4.78241,4.94088
SNX13,8.9684,8.47589,9.16595,9.72734,7.1214,8.35769
ALAS1,12.1521,12.7371,11.772,11.3485,11.0758,11.1898
CALM2,369.169,409.332,390.402,349.85,356.592,337.308
IRS1,6.38167,5.72724,6.36585,8.25428,9.2953,7.99215
LOC102723824,0.0349045,0,0,0,0.0849142,0.0659398
TUBA1C,135.359,208.999,160.966,131.716,146.262,151.006
GOLGA8CP,0.207719,0.0735737,0.0764018,0.0653254,0.0859488,0.108558
PARVG,0.013421,0,0,0,0,0
RAPGEF4,0.108805,0.137455,0.173826,0.115326,0.118548,0.0620855
NCKAP1,67.944,64.592,65.8988,90.5584,78.5073,87.8163
LOC101927190,0.0195057,0,0,0.0351509,0,0.0191951
LINC01449,0.111871,0,0.0666953,0.101367,0,0.0362355
LINC00408,0.0496234,0,0,0,0,0
LYZ,0.589348,0.459905,0.0695543,0.109699,0.0957528,0.346072
RP1L1,0.0260674,0.00990248,0.00942359,0.00503257,0.0297104,0.0190239
RUNX1T1,0.130817,0.0432327,0.136493,0.0539868,0.0771098,0.0237259
KBTBD11,2.61687,2.13618,2.84455,3.64417,2.87596,3.60733
PAPSS2,26.5029,29.7367,27.0128,13.1276,12.7507,12.4196
NBPF15,20.9906,20.7381,19.7639,21.5162,20.2148,21.1283
EXOC3L2,0,0,0,0,0.0246785,0
FBXO43,0.360016,0.250018,0.198563,0.175808,0.308564,0.351302
LMBR1,12.443,12.217,12.4447,11.2254,9.44376,10.48
FBXL20,3.85139,2.90474,3.44003,2.80745,2.09295,2.58216
PMS2P7,5.40199,4.71855,5.1158,7.21046,6.78369,10.6143
ZNF397,4.54803,3.42213,3.96256,5.40268,4.97567,5.27882
